Date,Number_of_tweet,exchange,open,high,low,close,volume,trade_count,vwap,symbol,nasdaq,spx,Ethereum Market Cap,Next_day_price
2017-03-23,19,CBSE,42.92,43.62,42.5,42.58,29665.61925,3905,43.11825885,ETHUSD,5817.69,2345.96,3896515677,41.14
2017-03-24,21,CBSE,52.93,53.4,47.29,50.74,132971.8069,14427,50.52185264,ETHUSD,5828.74,2343.98,4584161759,42.58
2017-03-27,14,CBSE,48.97,50.18,48.51,49.39,40528.45713,5818,49.26497917,ETHUSD,5840.37,2341.59,4419631301,50.73
2017-03-28,15,CBSE,50.29,53.25,50.11,51.81,84793.64763,9108,51.8753736,ETHUSD,5875.14,2358.57,4533191635,49.39
2017-03-29,22,CBSE,53.11,53.34,52.41,52.8,38222.36734,5226,52.89771525,ETHUSD,5897.55,2361.13,4767901725,51.81
2017-03-30,9,CBSE,51.87,52.41,49.29,50.79,59684.03842,6183,50.86354504,ETHUSD,5914.34,2368.06,4721666246,52.8
2017-03-31,7,CBSE,50.79,51.28,46.98,50.18,187811.6523,16106,49.10917733,ETHUSD,5911.74,2362.72,4511239009,50.79
2017-04-03,16,CBSE,44.33,44.84,42.16,44.18,66205.05844,4639,43.28212288,ETHUSD,5894.68,2358.84,3938736158,48.74
2017-04-04,13,CBSE,44.45,46.96,44.2,46.88,35446.86596,3272,45.46324614,ETHUSD,5898.61,2360.16,3779040762,44.18
2017-04-05,14,CBSE,44.97,45.4,43.87,44.18,24251.69729,3269,44.70398997,ETHUSD,5864.48,2352.95,4123329712,46.88
2017-04-06,18,CBSE,43.31,44.64,43.11,44.32,19359.90615,3155,43.80221455,ETHUSD,5878.95,2357.49,3888436554,44.18
2017-04-07,8,CBSE,42.32,45.5,42.31,43.7,34179.1165,5448,44.30522381,ETHUSD,5877.81,2355.54,3837553640,44.32
2017-04-10,15,CBSE,43.92,44.5,43.75,44.23,10423.82964,3899,44.20231902,ETHUSD,5880.93,2357.16,3977660681,43.9
2017-04-11,17,CBSE,43.89,44.05,43.8,43.89,9166.083731,6902,43.91280043,ETHUSD,5866.77,2353.78,3974803440,44.23
2017-04-12,24,CBSE,46.48,48.74,46.22,48.1,29056.93694,7471,47.51482139,ETHUSD,5836.16,2344.93,4188162263,43.89
2017-04-13,15,CBSE,49.86,50,48,48.63,18254.12587,6817,48.89094922,ETHUSD,5805.15,2328.95,4511719460,48.1
2017-04-17,7,CBSE,47.94,48.44,47.7,47.94,15408.12283,4333,48.06586218,ETHUSD,5856.79,2349.01,4390331578,47.9
2017-04-18,16,CBSE,49.85,49.89,49.47,49.84,15019.82253,4038,49.73778326,ETHUSD,5849.47,2342.19,4610962773,47.94
2017-04-19,16,CBSE,47.71,49.07,47.6,48.58,25373.66824,9993,48.27453824,ETHUSD,5863.03,2338.17,4376229929,49.84
2017-04-20,16,CBSE,49.39,49.48,48.9,49.29,14347.78531,12144,49.23070688,ETHUSD,5916.78,2355.84,4550946376,48.58
2017-04-21,21,CBSE,49.3,49.48,48.3,48.37,52107.00625,32657,48.95384234,ETHUSD,5910.52,2348.69,4437559543,49.29
2017-04-24,27,CBSE,50.11,50.23,50,50.16,11615.59595,5536,50.13601216,ETHUSD,5983.82,2374.15,4650945909,49.94
2017-04-25,15,CBSE,50.12,50.75,50.04,50.31,63880.10443,20971,50.43147438,ETHUSD,6025.49,2388.61,4641256267,50.16
2017-04-26,30,CBSE,53.47,53.93,52.66,53.65,25015.04783,9076,53.35793989,ETHUSD,6025.23,2387.45,4998350382,50.31
2017-04-27,30,CBSE,63.65,69.5,63.23,68.75,107242.6318,13866,66.20124863,ETHUSD,6048.94,2388.77,5827188143,53.65
2017-04-28,23,CBSE,73.17,74.89,70.61,72.53,74352.49725,11546,72.59602123,ETHUSD,6047.61,2384.2,6654236245,68.75
2017-05-01,29,CBSE,79.05,83.07,79.04,81.79,38955.3582,13106,81.07941633,ETHUSD,6091.6,2388.33,7010408300,84.6
2017-05-02,23,CBSE,81.52,81.89,75.54,77.55,159880.6373,35395,78.15939915,ETHUSD,6095.37,2391.17,7058413637,81.79
2017-05-03,30,CBSE,81.19,86.96,80.31,86.29,52122.76778,8079,82.53886894,ETHUSD,6072.55,2388.13,7387794150,77.55
2017-05-04,19,CBSE,95.98,98.6,94.58,97.99,66000.69942,9382,96.47015724,ETHUSD,6075.34,2389.52,8594013017,86.29
2017-05-05,20,CBSE,97.84,98.98,89,91.93,160581.3863,31647,94.52930299,ETHUSD,6100.76,2399.29,8327157235,97.99
2017-05-08,29,CBSE,89.25,90.08,85.6,86.29,50301.90001,12413,87.45419009,ETHUSD,6102.66,2399.38,8041549109,91.42
2017-05-09,18,CBSE,85.8,89.43,85.39,88.53,36798.58953,12410,87.47296616,ETHUSD,6120.59,2396.92,8003377431,86.29
2017-05-10,29,CBSE,88.36,89.99,87.01,87.57,21181.2546,7020,88.76415622,ETHUSD,6129.14,2399.63,8089058133,88.53
2017-05-11,17,CBSE,87.61,90.99,87.15,88.3,92235.14805,31731,88.70311972,ETHUSD,6115.96,2394.44,8095903577,87.57
2017-05-12,16,CBSE,85.19,85.99,82,85.56,35980.30559,8770,84.26427965,ETHUSD,6121.23,2390.9,8073353519,88.3
2017-05-15,18,CBSE,91,92.3,90.4,91.06,30238.28126,6527,91.31943587,ETHUSD,6149.67,2402.32,8293823327,90.4
2017-05-16,16,CBSE,87.97,88.92,82.5,87.29,57267.65579,12943,85.94562617,ETHUSD,6169.87,2400.67,7983587476,91.06
2017-05-17,15,CBSE,86.88,88.7,86.5,88.7,29158.32198,3820,87.57045728,ETHUSD,6011.24,2357.03,8088870648,87.29
2017-05-18,20,CBSE,96.2,108.89,96.18,105.8,125163.3887,16269,102.4758149,ETHUSD,6055.13,2365.72,8862576244,88.7
2017-05-19,22,CBSE,105.54,129.98,103.91,125.14,321876.1974,50733,117.9680895,ETHUSD,6083.7,2381.73,11208881845,105.8
2017-05-22,32,CBSE,167.27,184.22,136,160.1,438382.1659,62892,168.3302993,ETHUSD,6133.62,2394.02,14142415430,167.27
2017-05-23,27,CBSE,169.9,182.58,167.7,180.97,72942.42048,11252,174.2444601,ETHUSD,6138.71,2398.42,15715507206,160.1
2017-05-24,30,CBSE,196.05,217.85,196.05,203.5,98621.19471,17590,209.2858879,ETHUSD,6163.02,2404.39,17498667475,180.97
2017-05-25,33,CBSE,181.4,190,180,186.95,44499.35801,11655,186.5277243,ETHUSD,6205.26,2415.07,16254143683,203.5
2017-05-26,23,CBSE,163.78,172,150,152.95,53083.70981,13472,162.7890999,ETHUSD,6210.19,2415.82,14983523257,186.95
2017-05-30,34,CBSE,228.67,234.76,218,228.11,96717.36171,18115,229.5676214,ETHUSD,6203.19,2412.91,21249999565,208.2
2017-05-31,41,CBSE,229.15,234.9,225,232.41,57252.87998,14018,229.9256482,ETHUSD,6198.52,2411.8,21309492258,228.11
2017-06-01,32,CBSE,221.84,229.75,221.75,228.41,33253.54737,12047,226.9876229,ETHUSD,6246.83,2430.06,20436692118,232.41
2017-06-02,28,CBSE,228.41,229.08,216.5,222.04,113133.3684,36863,221.8158828,ETHUSD,6305.8,2439.07,20671991234,228.41
2017-06-05,35,CBSE,247.99,259.15,247,257,68456.0343,11172,251.6768128,ETHUSD,6295.68,2436.1,22960811913,245.63
2017-06-06,22,CBSE,264.5,265.63,260.77,264.73,33641.9035,6255,264.0848733,ETHUSD,6275.06,2429.33,24555497266,257
2017-06-07,23,CBSE,264.71,265,245,255.68,159994.6593,38676,258.050583,ETHUSD,6297.38,2433.14,23647279712,264.73
2017-06-08,22,CBSE,258.64,263.39,258.63,262.18,29818.46875,5275,261.3077076,ETHUSD,6321.76,2433.79,24034963008,255.68
2017-06-09,23,CBSE,279.39,286.5,278.15,286.5,53387.63429,6837,282.561528,ETHUSD,6207.92,2431.77,25888383498,262.18
2017-06-12,48,CBSE,397.36,400,375.54,388.25,79223.94204,13908,391.9406931,ETHUSD,6175.46,2429.39,36827986612,350
2017-06-13,27,CBSE,388,394.47,385.5,391.68,30682.57943,6079,389.7734731,ETHUSD,6220.37,2440.35,36054646089,388.25
2017-06-14,24,CBSE,341.7,356.29,325.02,327.65,72829.06817,14381,341.2519645,ETHUSD,6194.89,2437.92,32166013291,391.68
2017-06-15,35,CBSE,328,349.44,253,343.7,519250.1676,81344,309.5131083,ETHUSD,6165.5,2432.46,32045187613,327.65
2017-06-16,29,CBSE,354.26,354.3,341.65,353.44,34707.93277,10678,346.5287896,ETHUSD,6151.76,2433.15,33157744081,343.7
2017-06-19,35,CBSE,358.71,365.15,353.43,364.62,34373.43975,10467,360.8280808,ETHUSD,6239.01,2453.46,33536649090,360.91
2017-06-20,32,CBSE,350.94,352,331.5,340.8,46179.10408,14600,342.126652,ETHUSD,6188.03,2437.03,33172832683,364.62
2017-06-21,44,CBSE,327.36,336.68,305,311.79,46865.05631,13186,319.8256558,ETHUSD,6233.95,2435.61,30390293651,340.8
2017-06-22,40,CBSE,311.79,329.8,310.92,320.02,92081.37973,36755,320.559738,ETHUSD,6236.69,2434.5,30312664724,311.79
2017-06-23,36,CBSE,326.98,330.7,326.54,328.67,13501.09161,5657,329.006823,ETHUSD,6265.25,2438.3,30780636114,320.02
2017-06-26,35,CBSE,276.29,283.46,207,252.99,377354.3429,63962,241.1639967,ETHUSD,6247.15,2439.07,24031469340,276.18
2017-06-27,43,CBSE,287.27,287.29,260.11,270.54,81227.90391,19277,272.5865552,ETHUSD,6146.62,2419.38,26071528057,252.99
2017-06-28,28,CBSE,270.29,323.69,265.08,315.32,243391.3258,57926,300.478805,ETHUSD,6234.41,2440.69,29466974350,270.54
2017-06-29,39,CBSE,292.95,297.5,283.05,290.44,48438.00962,13781,291.1693393,ETHUSD,6144.35,2419.7,27885580759,315.32
2017-06-30,24,CBSE,280.03,281.87,270.02,274.52,29571.81158,11708,274.6700407,ETHUSD,6140.42,2423.41,26454457715,290.44
2017-07-03,29,CBSE,276.37,281.99,275.23,279.65,20238.02731,7659,278.9726287,ETHUSD,6110.06,2429.01,25910676122,280.43
2017-07-05,28,CBSE,266.27,267.25,261.59,265.68,14817.77031,5814,264.4399896,ETHUSD,6150.86,2432.54,24747605746,270.08
2017-07-06,38,CBSE,266.01,266.47,263.49,266.21,12041.64175,4586,265.1552693,ETHUSD,6089.46,2409.75,24892807780,265.68
2017-07-07,37,CBSE,241.27,249.5,231.25,245.73,55516.35447,10824,237.7911581,ETHUSD,6153.08,2425.18,22473685750,266.21
2017-07-10,43,CBSE,201.65,216.5,193.36,196.94,107187.7869,19699,205.8760064,ETHUSD,6176.39,2427.43,19619308390,238.01
2017-07-11,38,CBSE,190.57,197,181,196.54,75018.25678,15177,187.9435205,ETHUSD,6193.3,2425.53,18114890100,196.94
2017-07-12,39,CBSE,196.51,228,191,224.04,273876.9515,50860,211.1685074,ETHUSD,6261.17,2443.25,20711938391,196.54
2017-07-13,28,CBSE,205,206.99,197.51,201.74,36628.84022,9558,201.287492,ETHUSD,6274.44,2447.83,19250616800,224.04
2017-07-14,31,CBSE,197.23,198.97,188.29,191.4,39814.51917,8717,192.4659515,ETHUSD,6312.47,2459.27,18467839704,201.74
2017-07-17,37,CBSE,190.87,192.59,176.51,182.37,90178.16864,14461,184.4048343,ETHUSD,6314.43,2459.14,17584242920,163.4
2017-07-18,42,CBSE,182.38,249.4,179.59,227.01,512439.4962,63203,212.9699786,ETHUSD,6344.31,2460.61,21338075702,182.37
2017-07-19,65,CBSE,194.74,219.7,194.74,208.15,121221.2148,20163,209.4436651,ETHUSD,6385.04,2473.83,18643050491,227.01
2017-07-20,31,CBSE,208.15,236.87,201.7,226.35,360254.3288,61187,223.512407,ETHUSD,6390,2473.45,20878190202,208.15
2017-07-21,27,CBSE,226.15,238,208.5,216.6,202664.0007,35379,222.2995313,ETHUSD,6387.75,2472.54,20287767362,226.35
2017-07-24,44,CBSE,225.97,226.59,223.06,224.28,19574.83604,4677,224.7327939,ETHUSD,6410.81,2469.91,21035610499,226.58
2017-07-25,33,CBSE,203.78,209.89,195.3,199.78,69468.72413,11380,202.0616652,ETHUSD,6412.17,2477.13,19347591149,224.28
2017-07-26,29,CBSE,199.77,205.8,193.4,203.23,134703.8157,32934,198.848586,ETHUSD,6422.75,2477.83,18746083966,199.78
2017-07-27,48,CBSE,202.95,203.95,200.47,201.16,19993.23922,5453,202.2396497,ETHUSD,6382.19,2475.42,19018740573,203.23
2017-07-28,37,CBSE,190.99,193,181.09,183.98,50205.2467,9035,185.5771747,ETHUSD,6374.68,2472.1,18030982561,201.16
2017-07-31,27,CBSE,200.83,218.81,200.82,214.18,107933.9553,15983,209.7327623,ETHUSD,6348.12,2470.3,19047827949,195.77
2017-08-01,31,CBSE,214.18,232.73,210.63,225.73,253299.0604,48169,220.4739153,ETHUSD,6362.94,2476.35,21282137211,214.18
2017-08-02,29,CBSE,217.92,219.98,217.35,218.94,12866.19919,6299,218.7398343,ETHUSD,6362.65,2477.57,20534872984,225.73
2017-08-03,24,CBSE,224,226.82,223.39,224.41,22809.0536,5964,225.0498867,ETHUSD,6340.34,2472.16,21084238670,218.94
2017-08-04,24,CBSE,224.4,225,220.03,220.71,44970.66733,15245,222.6573129,ETHUSD,6351.56,2476.83,20789568173,224.41
2017-08-07,36,CBSE,269.89,273.96,267,273.86,29923.66079,8054,270.6294542,ETHUSD,6383.77,2480.91,25197894464,257.6
2017-08-08,38,CBSE,295.95,314.71,292,312.72,128946.3429,22499,306.64203,ETHUSD,6370.46,2474.92,27705377544,273.86
2017-08-09,24,CBSE,312.73,312.73,276.55,295.26,335883.4815,66276,293.78694,ETHUSD,6352.33,2474.02,27892280500,312.72
2017-08-10,43,CBSE,300.51,304,298.01,302.03,24804.23791,8766,301.149171,ETHUSD,6216.87,2438.21,27871169340,295.26
2017-08-11,22,CBSE,309.65,319,309.13,316.85,61410.0083,14888,314.9961932,ETHUSD,6256.56,2441.32,28821677185,302.03
2017-08-14,26,CBSE,299.16,299.18,290.87,292.81,37976.55881,10295,293.767136,ETHUSD,6340.23,2465.84,27861579962,300.66
2017-08-15,28,CBSE,286.71,289.6,283.04,285.2,19375.00449,7222,286.5186145,ETHUSD,6333.01,2464.61,27120920524,292.81
2017-08-16,42,CBSE,300.45,305,298,300.74,27353.28309,7642,301.5026317,ETHUSD,6345.11,2468.11,28217360455,285.2
2017-08-17,27,CBSE,300.66,302.35,296.5,302.17,21751.73805,8032,299.1085549,ETHUSD,6221.91,2430.01,28267299986,300.74
2017-08-18,31,CBSE,292.86,298.7,292.86,296.19,13577.40949,6387,296.6362996,ETHUSD,6216.53,2425.55,27861556925,302.17
2017-08-21,37,CBSE,322,329.97,295.12,296.5,70456.84034,15388,313.4691349,ETHUSD,6213.13,2428.37,30337762878,302.97
2017-08-22,36,CBSE,296.59,321,292,314.19,119583.3408,33006,310.0908205,ETHUSD,6297.48,2452.51,29400686226,296.5
2017-08-23,31,CBSE,317.5,318.82,316,318.5,13661.40733,5182,317.3726039,ETHUSD,6278.41,2444.04,29842462532,314.19
2017-08-24,41,CBSE,324.56,331.3,324.38,331.23,24465.56421,12979,327.5749803,ETHUSD,6271.33,2438.97,30320399298,318.5
2017-08-25,33,CBSE,330.14,331.73,325.1,326.9,15377.6167,7077,328.2025044,ETHUSD,6265.64,2443.05,31008765515,331.23
2017-08-28,33,CBSE,347.54,349.88,347.54,349.8,14926.29537,4950,348.7152966,ETHUSD,6283.02,2444.24,32458167726,341.81
2017-08-29,27,CBSE,372.48,382.35,368.87,379.36,38067.41846,11327,374.2491596,ETHUSD,6301.89,2446.3,34597128017,349.8
2017-08-30,42,CBSE,379.37,392,368.3,384.1,124129.7503,35435,381.9797849,ETHUSD,6368.31,2457.59,35745271112,379.36
2017-08-31,43,CBSE,389.2,396.88,389,391.18,42222.25701,10078,393.2208409,ETHUSD,6428.66,2471.65,36132449087,384.1
2017-09-01,35,CBSE,392.87,393.76,373,378.99,49140.00981,13901,383.3900901,ETHUSD,6435.33,2476.55,36461379832,391.18
2017-09-05,29,CBSE,302.71,325,293.82,320.08,190883.1372,76764,313.6768039,ETHUSD,6375.57,2457.85,30127332538,302.71
2017-09-06,44,CBSE,339.38,339.38,323.26,327.98,32719.66337,15177,329.32453,ETHUSD,6393.31,2465.54,31478005326,320.08
2017-09-07,32,CBSE,335.56,335.56,331.09,332.08,11669.26728,8362,332.68116,ETHUSD,6397.87,2465.1,31126200677,327.98
2017-09-08,47,CBSE,332.08,333.87,292.71,307.96,275813.0296,50049,307.8036374,ETHUSD,6360.19,2461.43,28775477244,332.08
2017-09-11,46,CBSE,298.47,303.88,298.12,303.86,22829.34402,4640,301.2027742,ETHUSD,6432.26,2488.11,28036287703,294.29
2017-09-12,49,CBSE,294.5,294.5,270.01,282.66,84893.46006,16947,280.5196079,ETHUSD,6454.28,2496.48,27485022514,303.86
2017-09-13,41,CBSE,275.71,280.75,266.4,269.99,34180.07165,7479,274.6691948,ETHUSD,6460.19,2498.37,26236732489,282.66
2017-09-14,41,CBSE,223.85,243.98,222.51,231.96,110505.8677,13185,234.9036649,ETHUSD,6429.08,2495.62,20278768202,269.99
2017-09-15,46,CBSE,260.87,268.22,258.28,266.76,30408.38627,7222,263.6335825,ETHUSD,6448.47,2500.23,23369190517,231.96
2017-09-18,56,CBSE,282.77,303.78,282.75,298,208275.496,47503,293.2459558,ETHUSD,6454.64,2503.87,27269907987,282.77
2017-09-19,58,CBSE,283.14,292.99,275.25,282.8,113476.0587,29183,285.4131421,ETHUSD,6461.32,2506.65,26563613423,298
2017-09-20,61,CBSE,283.55,285.89,280.22,281.56,24558.06464,7220,282.4698975,ETHUSD,6456.04,2508.24,26471592195,282.8
2017-09-21,80,CBSE,258.11,270.98,257.04,270.21,32756.5975,9394,264.8631893,ETHUSD,6422.69,2500.6,24396830727,281.56
2017-09-22,62,CBSE,263.88,268.59,260.02,268.58,14180.87862,5692,263.0511142,ETHUSD,6426.92,2502.22,24969981051,270.21
2017-09-25,72,CBSE,294.41,295.48,291.25,293.46,15059.64284,4891,293.9535914,ETHUSD,6370.59,2496.66,27316005856,283.21
2017-09-26,48,CBSE,293.32,294.91,286,288.77,47716.86796,21606,290.5582438,ETHUSD,6380.16,2496.84,26926232192,293.46
2017-09-27,38,CBSE,309.86,309.91,304.5,309.67,21989.87268,7812,307.0025671,ETHUSD,6453.26,2507.04,28658972908,288.77
2017-09-28,46,CBSE,302.33,302.6,278,285.4,70756.11259,14218,288.0793147,ETHUSD,6453.45,2510.06,27919976584,309.67
2017-09-29,45,CBSE,291.88,297.15,291.25,295.36,14414.73327,4646,294.9058635,ETHUSD,6495.96,2519.36,27336170625,285.4
2017-10-02,48,CBSE,296.78,299,296.72,298.91,9821.493201,3425,298.1224905,ETHUSD,6516.72,2529.12,28082506250,300.74
2017-10-03,37,CBSE,292.36,293.08,291.16,293.07,7433.214779,3326,292.4274324,ETHUSD,6531.71,2534.58,27742435563,298.91
2017-10-04,43,CBSE,292,294,286.44,288.79,11267.45178,5490,290.5941875,ETHUSD,6534.63,2537.74,27825239443,293.07
2017-10-05,45,CBSE,294.89,296.78,294.21,296.14,6519.801817,5102,295.0826125,ETHUSD,6585.36,2552.07,27894664349,288.79
2017-10-06,45,CBSE,307.73,314.62,307.15,307.56,28996.27019,8987,310.5016465,ETHUSD,6590.18,2549.33,29227935375,296.14
2017-10-09,49,CBSE,304.63,309.31,285.88,297,109268.6133,35935,296.1910259,ETHUSD,6579.73,2544.73,28119791745,304.63
2017-10-10,36,CBSE,297.99,301.8,297.98,301.09,9467.595321,5608,300.1972922,ETHUSD,6587.25,2550.64,28506074217,297
2017-10-11,54,CBSE,302,306.75,301.75,306.74,21123.89853,6498,304.4925277,ETHUSD,6603.55,2555.24,28827311270,301.09
2017-10-12,64,CBSE,302.12,303.49,298.29,303.49,42678.22699,15942,300.9243059,ETHUSD,6591.51,2550.93,28715264953,306.74
2017-10-13,44,CBSE,303.5,345,303.5,335.89,217005.0968,63773,329.6134942,ETHUSD,6605.8,2553.17,32136884949,303.49
2017-10-16,55,CBSE,334.33,334.66,328,329.76,19640.83025,8814,330.672806,ETHUSD,6624,2557.64,31583306699,342.86
2017-10-17,54,CBSE,329.64,331,310.5,316.37,92650.68769,39904,320.4540298,ETHUSD,6623.66,2559.36,30251186909,329.76
2017-10-18,60,CBSE,313.59,316.21,308.31,312.03,22243.7138,10383,313.1900353,ETHUSD,6624.22,2561.26,29930081748,316.37
2017-10-19,50,CBSE,312.03,314.07,305.34,308.02,59678.79974,33214,308.7052341,ETHUSD,6605.07,2562.1,29366946307,312.03
2017-10-20,44,CBSE,303.16,303.74,296.9,297.06,26264.01262,67519,300.5791752,ETHUSD,6629.05,2575.21,28790749977,308.02
2017-10-23,45,CBSE,285.84,310,280.3,305.19,83729.16363,37568,301.455937,ETHUSD,6586.83,2564.98,27575920805,292.43
2017-10-24,46,CBSE,305.19,311.7,296.1,296.99,79352.61302,66350,305.368285,ETHUSD,6598.43,2569.13,28472255904,305.19
2017-10-25,35,CBSE,294.4,300.97,292.06,296.76,40462.8658,34574,296.7449479,ETHUSD,6563.89,2557.15,28452391050,296.99
2017-10-26,47,CBSE,295.98,298.88,295.4,297.08,8591.821662,18519,297.1360703,ETHUSD,6556.77,2560.4,28192911057,296.76
2017-10-27,61,CBSE,297.48,297.9,295.35,295.35,5600.788294,13882,296.7742491,ETHUSD,6701.26,2581.07,28411617293,297.08
2017-10-30,57,CBSE,306.87,309.5,306.31,309.16,12488.15583,27165,308.1383252,ETHUSD,6698.96,2572.83,29223725936,303.38
2017-10-31,55,CBSE,303.51,304.89,302.12,302.94,13168.07263,29625,303.5215037,ETHUSD,6727.67,2575.26,28971625623,309.16
2017-11-01,70,CBSE,290.84,296,278.88,289.47,67843.61281,43917,288.2169861,ETHUSD,6716.53,2579.36,27907457659,302.94
2017-11-02,58,CBSE,285.4,290.5,285.4,289.1,25026.0676,33191,288.0965615,ETHUSD,6714.94,2579.85,27411044537,289.47
2017-11-03,53,CBSE,306,306,295,299.62,21986.68245,31261,299.0799865,ETHUSD,6764.44,2587.84,29209850779,289.1
2017-11-06,41,CBSE,297.32,301.89,296.59,297.81,15025.84068,24684,299.2819975,ETHUSD,6786.44,2591.13,28801102723,296.57
2017-11-07,80,CBSE,298.01,304,287,292.42,125267.4473,87551,292.5301027,ETHUSD,6767.78,2590.64,28220768686,297.81
2017-11-08,79,CBSE,307.92,313.5,307.01,312.99,25809.94489,42817,310.9791807,ETHUSD,6789.12,2594.38,29536454012,292.42
2017-11-09,63,CBSE,313,329.47,311.08,320.72,128762.9721,82517,322.338236,ETHUSD,6750.05,2584.62,30823742534,312.99
2017-11-10,85,CBSE,298.04,305.9,298.04,302.39,20954.62597,28414,302.9872186,ETHUSD,6750.94,2582.3,28824163917,320.72
2017-11-13,84,CBSE,315.56,324.65,315.5,319.75,45254.01078,35957,319.0986338,ETHUSD,6757.6,2584.84,30181430682,310.61
2017-11-14,78,CBSE,335.04,339.5,331.07,338.91,37047.88424,37332,334.9793829,ETHUSD,6737.87,2578.87,32446360785,319.75
2017-11-15,87,CBSE,331.81,333,327.66,328.86,16824.00983,27772,329.9624523,ETHUSD,6706.21,2564.62,32007998529,338.91
2017-11-16,79,CBSE,330.19,332.5,328.28,330.3,30605.7572,36117,330.1061385,ETHUSD,6793.29,2585.64,31606240406,328.86
2017-11-17,77,CBSE,332.31,332.5,328.22,332.19,20268.74984,25689,330.407294,ETHUSD,6782.79,2578.85,31931961400,330.3
2017-11-20,75,CBSE,368.25,372.99,350.5,361,90646.74026,52694,359.7541467,ETHUSD,6790.71,2582.14,35061352162,356.91
2017-11-21,70,CBSE,361,372.2,355,361.51,93472.73625,102957,365.8392561,ETHUSD,6862.48,2599.03,34615252499,361
2017-11-22,65,CBSE,381.74,384,376.04,382.54,39850.56837,36293,380.8365535,ETHUSD,6867.36,2597.08,36382569909,361.51
2017-11-24,68,CBSE,470.98,488,456,467.77,106056.0468,58558,472.7486539,ETHUSD,6889.16,2602.42,45568623854,415.94
2017-11-27,79,CBSE,477.54,483,473.37,476.63,46390.16926,40143,477.5842199,ETHUSD,6878.52,2601.42,46496118378,473.99
2017-11-28,79,CBSE,468.52,481.59,465,465,96595.30822,43190,474.3217302,ETHUSD,6912.36,2627.04,45528555887,476.63
2017-11-29,64,CBSE,434.01,470,432.2,447.6,69493.42088,44814,455.6626876,ETHUSD,6824.39,2626.07,41136242462,465
2017-11-30,53,CBSE,447.68,455,401.5,434,272246.8236,134065,426.7249534,ETHUSD,6873.97,2647.58,43624717839,447.6
2017-12-01,67,CBSE,463.82,473.7,462.5,471.56,58858.75577,55617,468.6817823,ETHUSD,6847.59,2642.22,45142640782,434
2017-12-04,79,CBSE,468.22,470,464.2,465.26,29437.56262,39567,466.5988679,ETHUSD,6775.37,2639.44,45400977761,465
2017-12-05,77,CBSE,457.29,461.99,455.35,455.92,49583.49139,60531,458.2089945,ETHUSD,6762.21,2629.57,44907252844,465.26
2017-12-06,65,CBSE,455.93,459.77,425.01,432.49,282836.3192,160760,442.0526114,ETHUSD,6776.38,2629.27,43118585011,455.92
2017-12-07,60,CBSE,432.82,438.73,420.01,433.4,94904.56286,59716,429.064204,ETHUSD,6812.84,2636.98,43465282558,432.49
2017-12-08,74,CBSE,463.45,518,461,493.19,135832.2561,64843,484.4004439,ETHUSD,6840.08,2651.5,45019411222,433.4
2017-12-11,67,CBSE,518,547.51,501.11,533.41,225730.7109,87782,521.9459346,ETHUSD,6875.08,2659.99,49007073663,466.91
2017-12-12,100,CBSE,686.82,715,606,659.6,192325.7355,87536,661.4728372,ETHUSD,6862.32,2664.11,63736319680,533.41
2017-12-13,76,CBSE,659.71,784.75,631,711.94,463963.3706,210501,708.3346664,ETHUSD,6875.8,2662.85,68377310761,659.6
2017-12-14,89,CBSE,705.01,706,618.19,663.99,130706.9002,80145,665.484715,ETHUSD,6856.53,2652.01,67885165268,711.94
2017-12-15,68,CBSE,693.5,734.34,691,707,55661.82638,56121,711.1342101,ETHUSD,6936.58,2675.81,66789398252,663.99
2017-12-18,46,CBSE,785.65,835.2,770.03,835.19,105865.8028,79436,809.2408404,ETHUSD,6994.76,2690.16,76958112624,732.18
2017-12-19,67,CBSE,835.19,875,774.67,826.65,268827.855,166573,829.4984176,ETHUSD,6963.85,2681.47,80048859677,835.19
2017-12-20,60,CBSE,802.86,843.55,793.35,829.01,56987.03033,61044,817.266169,ETHUSD,6960.96,2679.25,78466047306,826.65
2017-12-21,76,CBSE,796.99,799.95,620.8,712.28,200305.0207,66529,714.3847098,ETHUSD,6965.36,2684.57,78432622739,829.01
2017-12-22,78,CBSE,712.04,739,460,682.11,521033.0051,163876,628.7435315,ETHUSD,6959.96,2683.34,64585322054,712.28
2017-12-26,58,CBSE,755.06,763.97,751.02,761,23867.01599,16484,758.638242,ETHUSD,6936.25,2680.5,74770905370,757.4
2017-12-27,71,CBSE,740,742.31,681.96,692.02,66507.9235,34203,711.9398105,ETHUSD,6939.34,2682.62,73903417373,761
2017-12-28,70,CBSE,690.85,724.99,676.03,719.5,106974.2916,65733,701.6909722,ETHUSD,6950.16,2687.54,71200955427,692.02
2017-12-29,80,CBSE,748.9,748.9,702,724.45,47785.98415,25094,723.3059834,ETHUSD,6903.39,2673.61,73004412363,719.5
2018-01-02,62,CBSE,841.99,874.9,820.4,865,161504.8912,96283,855.6062165,ETHUSD,7006.9,2695.81,84822222589,842
2018-01-03,69,CBSE,938.16,940,920.1,936.01,64663.45045,31322,932.2783145,ETHUSD,7065.53,2713.06,93178531120,865
2018-01-04,68,CBSE,949,996.9,942,994,67036.33337,38214,979.8357531,ETHUSD,7077.92,2723.99,94681149309,936.01
